-1.81E+06,4.30E+09,1.77E+04,-1.89E+03,0.00E+00,0.00E+00,3.83E+04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.27E+01,1.20E+06,3.95E+00,-1.85E+02,0.00E+00,0.00E+00,1.01E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.74E+04,0.00E+00,-1.66E+06,4.35E+09,1.89E+04,4.19E+05,0.00E+00,0.00E+00,3.71E+04,0.00E+00,0.00E+00,0.00E+00
3.96E+00,0.00E+00,6.13E+01,1.20E+06,3.23E+00,-1.73E+02,0.00E+00,0.00E+00,8.44E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,1.85E+04,0.00E+00,-1.47E+06,4.39E+09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.96E+04,0.00E+00
0.00E+00,0.00E+00,3.23E+00,0.00E+00,5.71E+01,1.20E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.89E+00,0.00E+00
3.92E+04,-1.67E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-1.33E+06,4.21E+09,7.09E+04,3.16E+06,0.00E+00,0.00E+00
1.01E+01,-8.41E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.20E+01,1.21E+06,5.88E+00,-4.42E+02,0.00E+00,0.00E+00
0.00E+00,0.00E+00,3.83E+04,-8.08E+03,0.00E+00,0.00E+00,6.88E+04,0.00E+00,-1.24E+06,4.25E+09,8.95E+04,4.49E+06
0.00E+00,0.00E+00,8.41E+00,-7.91E+02,0.00E+00,0.00E+00,5.89E+00,0.00E+00,2.97E+01,1.21E+06,4.20E+00,-3.94E+02
0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.12E+04,1.79E+06,0.00E+00,0.00E+00,8.66E+04,0.00E+00,-1.01E+06,4.30E+09
0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.87E+00,-7.39E+02,0.00E+00,0.00E+00,4.20E+00,0.00E+00,2.74E+01,1.20E+06
